12a_244,"[[[-8/3, 10/3], [10/3, 1/3]], [['x', 'x'], ['x', 'x']], [[-104/3, 58/3], [58/3, -23/3]], [[-8/3, 10/3], [10/3, 1/3]]]"
12a_245,"[[[-10/3, 2/3], [2/3, -4/3]], [[-10/3, 2/3], [2/3, -4/3]], [[-98/3, 46/3], [46/3, -26/3]], [['x', 'x'], ['x', 'x']]]"
12a_246,"[[[-12, 4], [4, -4]]]"
12a_251,"[[[-8, 2], [2, -3]]]"
12a_256,"[[[32, -18], [-18, 7]]]"
12a_260,"[[[68/5, -34/5], [-34/5, 17/5]]]"
12a_265,"[[[-28/3, 14/3], [14/3, -7/3]], [[-20/3, 10/3], [10/3, -5/3]], [[-124/21, 62/21], [62/21, -31/21]], [[-28/3, 14/3], [14/3, -7/3]]]"
12a_269,"[[[-134/11, 34/11], [34/11, -50/11]]]"
12a_270,"[[[-98/9, 22/9], [22/9, -38/9]], [[-14/3, -2/3], [-2/3, -8/3]], [[-22/3, 2/3], [2/3, -10/3]], [['x', 'x'], ['x', 'x']]]"
12a_280,"[[[4, -4], [-4, 0]]]"
12a_281,"[[[2, -4], [-4, -1]]]"
12a_287,"[[[-20, 12], [12, -4]]]"
12a_288,"[[[-96/13, 74/13], [74/13, -11/13]]]"
12a_290,"[[[-4, 0], [0, -2]]]"
12a_291,"[[[-2, 0], [0, -1]]]"
12a_292,"[[[-2, 2], [2, 0]]]"
12a_295,"[[[2, -6], [-6, -2]], [[2, -6], [-6, -2]], [[-2, -4], [-4, -3]], [[6, -8], [-8, -1]]]"
12a_296,"[[[28, -16], [-16, 6]]]"
12a_297,"[[[-4, 4], [4, 0]], [[-8, 6], [6, -1]], [[4, 0], [0, 2]], [[0, 2], [2, 1]]]"
12a_298,"[[[-2, 2], [2, 0]], [[-6, 4], [4, -1]], [[-10, 6], [6, -2]], [[2, 0], [0, 1]]]"
12a_302,"[[[0, 2], [2, 1]]]"
12a_303,"[[[-4, 2], [2, -1]]]"
12a_306,"[[[-2, 2], [2, 0]]]"
12a_308,"[[[32, -16], [-16, 8]]]"
12a_311,"[[[-22/3, 2/3], [2/3, -10/3]], [[-22/3, 2/3], [2/3, -10/3]], [['x', 'x'], ['x', 'x']], [[74/3, -46/3], [-46/3, 14/3]]]"
12a_312,"[[[-94/7, 26/7], [26/7, -34/7]]]"
12a_313,"[[[48/5, -34/5], [-34/5, 7/5]]]"
12a_319,"[[[10, -10], [-10, 0]]]"
12a_321,"[[[4, -6], [-6, -1]]]"
12a_325,"[[[-2/5, 6/5], [6/5, 2/5]]]"
12a_329,"[[[-6, 0], [0, -3]]]"
12a_331,"[[[-42/11, 54/11], [54/11, 6/11]]]"
