4_1,"[[[0, -2, 2], [-2, 1, 0], [2, 0, -1]], [[0, 2, -2], [2, -1, 0], [-2, 0, 1]]]"
5_1,"[[[2, -2, -2], [-2, 0, -2], [-2, -2, 0]], [[2, -2, -2], [-2, 0, -2], [-2, -2, 0]]]"
7_4,"[[[2, 2, -6], [2, -2, -2], [-6, -2, 2]], [[2, -6, 2], [-6, 2, -2], [2, -2, -2]]]"
8_8,"[[[8, -6, 2], [-6, 5, -2], [2, -2, 1]], [[8, 2, -6], [2, 1, -2], [-6, -2, 5]]]"
8_9,"[[[0, 2, -2], [2, -1, 0], [-2, 0, 1]], [[0, -2, 2], [-2, 1, 0], [2, 0, -1]]]"
8_16,"[[[-22, 18, -6], [18, -14, 6], [-6, 6, -2]], [[-22, -6, 18], [-6, -2, 6], [18, 6, -14]]]"
8_18,"[[[0, -4, 4], [-4, 2, 0], [4, 0, -2]], [[0, 4, -4], [4, -2, 0], [-4, 0, 2]]]"
8_21,"[[[12, -10, 2], [-10, 7, -4], [2, -4, 1]], [[12, 2, -10], [2, 1, -4], [-10, -4, 7]]]"
9_2,"[[[-6, -2, 2], [-2, -2, 0], [2, 0, -4]], [[-6, 2, -2], [2, -4, 0], [-2, 0, -2]]]"
9_12,"[[[12, 2, -10], [2, 1, -4], [-10, -4, 7]], [[12, -10, 2], [-10, 7, -4], [2, -4, 1]]]"
9_23,"[[[-16, 10, -6], [10, -11, 2], [-6, 2, -3]], [[-16, -6, 10], [-6, -3, 2], [10, 2, -11]]]"
9_24,"[[[-2, 2, -2], [2, -2, 0], [-2, 0, 0]], [[-2, -2, 2], [-2, 0, 0], [2, 0, -2]]]"
9_31,"[[[20, -14, 2], [-14, 11, -6], [2, -6, 3]], [[20, 2, -14], [2, 3, -6], [-14, -6, 11]]]"
9_37,"[[[0, -2, 2], [-2, 1, 0], [2, 0, -1]], [[0, 2, -2], [2, -1, 0], [-2, 0, 1]]]"
9_39,"[[[-12, 2, 6], [2, -3, 4], [6, 4, -5]], [[-12, 6, 2], [6, -5, 4], [2, 4, -3]]]"
9_40,"[[[-4, -6, 6], [-6, 1, 0], [6, 0, -5]], [[-4, 6, -6], [6, -5, 0], [-6, 0, 1]], [[-4, 2, -2], [2, -3, 0], [-2, 0, -1]], [[-4, -2, 2], [-2, -1, 0], [2, 0, -3]], [[-4, 2, -2], [2, -3, 0], [-2, 0, -1]], [[-4, -6, 6], [-6, 1, 0], [6, 0, -5]], [[-4, -6, 6], [-6, 1, 0], [6, 0, -5]], [[-4, -2, 2], [-2, -1, 0], [2, 0, -3]], [[-4, 6, -6], [6, -5, 0], [-6, 0, 1]], [[-4, 2, -2], [2, -3, 0], [-2, 0, -1]], [[-4, 6, -6], [6, -5, 0], [-6, 0, 1]], [[-4, -2, 2], [-2, -1, 0], [2, 0, -3]]]"
9_49,"[[[-8/5, 2/5, -18/5], [2/5, -13/5, -8/5], [-18/5, -8/5, -3/5]], [[-8/5, -18/5, 2/5], [-18/5, -3/5, -8/5], [2/5, -8/5, -13/5]], [[-8/5, 2/5, -18/5], [2/5, -13/5, -8/5], [-18/5, -8/5, -3/5]], [[-8/5, -18/5, 2/5], [-18/5, -3/5, -8/5], [2/5, -8/5, -13/5]], [[-8/5, -18/5, 2/5], [-18/5, -3/5, -8/5], [2/5, -8/5, -13/5]], [[-8/5, -18/5, 2/5], [-18/5, -3/5, -8/5], [2/5, -8/5, -13/5]], [[-8/5, -18/5, 2/5], [-18/5, -3/5, -8/5], [2/5, -8/5, -13/5]], [[-8/5, -18/5, 2/5], [-18/5, -3/5, -8/5], [2/5, -8/5, -13/5]], [[-8/5, 2/5, -18/5], [2/5, -13/5, -8/5], [-18/5, -8/5, -3/5]], [[-8/5, 2/5, -18/5], [2/5, -13/5, -8/5], [-18/5, -8/5, -3/5]], [[-8/5, 2/5, -18/5], [2/5, -13/5, -8/5], [-18/5, -8/5, -3/5]], [[-8/5, 2/5, -18/5], [2/5, -13/5, -8/5], [-18/5, -8/5, -3/5]]]"
10_3,"[[[-10, -2, 6], [-2, -2, 2], [6, 2, -6]], [[-10, 6, -2], [6, -6, 2], [-2, 2, -2]]]"
10_10,"[[[18, -10, 2], [-10, 10, -4], [2, -4, 4]], [[18, 2, -10], [2, 4, -4], [-10, -4, 10]]]"
10_18,"[[[-18, 14, -6], [14, -12, 4], [-6, 4, -2]], [[-18, -6, 14], [-6, -2, 4], [14, 4, -12]]]"
