5_2,"[[[0, -2, -2, 2], [-2, -1, 0, 0], [-2, 0, 1, -2], [2, 0, -2, -1]], [[0, 2, -2, -2], [2, -1, 0, -2], [-2, 0, -1, 0], [-2, -2, 0, 1]], [[0, -2, 2, -2], [-2, 1, -2, 0], [2, -2, -1, 0], [-2, 0, 0, -1]]]"
7_1,"[[[4, -2, -2, -2], [-2, 1, -2, -2], [-2, -2, 1, -2], [-2, -2, -2, 1]], [[4, -2, -2, -2], [-2, 1, -2, -2], [-2, -2, 1, -2], [-2, -2, -2, 1]], [[4, -2, -2, -2], [-2, 1, -2, -2], [-2, -2, 1, -2], [-2, -2, -2, 1]]]"
7_7,"[[[4, -6, 2, 2], [-6, 3, -2, 2], [2, -2, 3, -2], [2, 2, -2, -1]], [[4, 2, -6, 2], [2, -1, 2, -2], [-6, 2, 3, -2], [2, -2, -2, 3]], [[4, 2, 2, -6], [2, 3, -2, -2], [2, -2, -1, 2], [-6, -2, 2, 3]]]"
8_5,"[[[-8, 2, 10, -10], [2, 1, -4, 0], [10, -4, -9, 6], [-10, 0, 6, -3]], [[-8, -10, 2, 10], [-10, -3, 0, 6], [2, 0, 1, -4], [10, 6, -4, -9]], [[-8, 10, -10, 2], [10, -9, 6, -4], [-10, 6, -3, 0], [2, -4, 0, 1]]]"
8_16,"[[[22, -6, -22, 18], [-6, 0, 6, -2], [-22, 6, 20, -14], [18, -2, -14, 8]], [[22, 18, -6, -22], [18, 8, -2, -14], [-6, -2, 0, 6], [-22, -14, 6, 20]], [[22, -22, 18, -6], [-22, 20, -14, 6], [18, -14, 8, -2], [-6, 6, -2, 0]]]"
9_4,"[[[4, 2, -2, -6], [2, 1, -2, -4], [-2, -2, -1, 0], [-6, -4, 0, 3]], [[4, -6, 2, -2], [-6, 3, -4, 0], [2, -4, 1, -2], [-2, 0, -2, -1]], [[4, -2, -6, 2], [-2, -1, 0, -2], [-6, 0, 3, -4], [2, -2, -4, 1]]]"
9_12,"[[[0, 2, 2, -6], [2, 1, -2, -2], [2, -2, -3, 2], [-6, -2, 2, 1]], [[0, -6, 2, 2], [-6, 1, -2, 2], [2, -2, 1, -2], [2, 2, -2, -3]], [[0, 2, -6, 2], [2, -3, 2, -2], [-6, 2, 1, -2], [2, -2, -2, 1]]]"
9_27,"[[[-6, 2, -2, 2], [2, -4, 2, 0], [-2, 2, -2, 0], [2, 0, 0, -2]], [[-6, 2, 2, -2], [2, -2, 0, 0], [2, 0, -4, 2], [-2, 0, 2, -2]], [[-6, -2, 2, 2], [-2, -2, 0, 2], [2, 0, -2, 0], [2, 2, 0, -4]]]"
9_41,"[[[26/7, -30/7, 26/7, -2/7], [-30/7, 26/7, -16/7, 12/7], [26/7, -16/7, 12/7, -2/7], [-2/7, 12/7, -2/7, -2/7]], [[26/7, -2/7, -30/7, 26/7], [-2/7, -2/7, 12/7, -2/7], [-30/7, 12/7, 26/7, -16/7], [26/7, -2/7, -16/7, 12/7]], [[26/7, 26/7, -2/7, -30/7], [26/7, 12/7, -2/7, -16/7], [-2/7, -2/7, -2/7, 12/7], [-30/7, -16/7, 12/7, 26/7]], [[26/7, -2/7, -2/7, -2/7], [-2/7, 12/7, -2/7, -2/7], [-2/7, -2/7, 12/7, -2/7], [-2/7, -2/7, -2/7, 12/7]], [[26/7, -2/7, 26/7, -30/7], [-2/7, 26/7, -16/7, -2/7], [26/7, -16/7, -2/7, 12/7], [-30/7, -2/7, 12/7, 12/7]], [[26/7, -30/7, 26/7, -2/7], [-30/7, 26/7, -16/7, 12/7], [26/7, -16/7, 12/7, -2/7], [-2/7, 12/7, -2/7, -2/7]], [[26/7, -30/7, 26/7, -2/7], [-30/7, 26/7, -16/7, 12/7], [26/7, -16/7, 12/7, -2/7], [-2/7, 12/7, -2/7, -2/7]], [[26/7, -2/7, 26/7, -30/7], [-2/7, 26/7, -16/7, -2/7], [26/7, -16/7, -2/7, 12/7], [-30/7, -2/7, 12/7, 12/7]], [[26/7, -2/7, -2/7, -2/7], [-2/7, 12/7, -2/7, -2/7], [-2/7, -2/7, 12/7, -2/7], [-2/7, -2/7, -2/7, 12/7]], [[26/7, 26/7, -30/7, -2/7], [26/7, -2/7, 12/7, -16/7], [-30/7, 12/7, 12/7, -2/7], [-2/7, -16/7, -2/7, 26/7]], [[26/7, -2/7, -2/7, -2/7], [-2/7, 12/7, -2/7, -2/7], [-2/7, -2/7, 12/7, -2/7], [-2/7, -2/7, -2/7, 12/7]], [[26/7, -30/7, -2/7, 26/7], [-30/7, 12/7, -2/7, 12/7], [-2/7, -2/7, 26/7, -16/7], [26/7, 12/7, -16/7, -2/7]], [[26/7, -30/7, -2/7, 26/7], [-30/7, 12/7, -2/7, 12/7], [-2/7, -2/7, 26/7, -16/7], [26/7, 12/7, -16/7, -2/7]], [[26/7, -2/7, -2/7, -2/7], [-2/7, 12/7, -2/7, -2/7], [-2/7, -2/7, 12/7, -2/7], [-2/7, -2/7, -2/7, 12/7]], [[26/7, -2/7, -30/7, 26/7], [-2/7, -2/7, 12/7, -2/7], [-30/7, 12/7, 26/7, -16/7], [26/7, -2/7, -16/7, 12/7]], [[26/7, -2/7, 26/7, -30/7], [-2/7, 26/7, -16/7, -2/7], [26/7, -16/7, -2/7, 12/7], [-30/7, -2/7, 12/7, 12/7]], [[26/7, -2/7, -30/7, 26/7], [-2/7, -2/7, 12/7, -2/7], [-30/7, 12/7, 26/7, -16/7], [26/7, -2/7, -16/7, 12/7]], [[26/7, -2/7, -2/7, -2/7], [-2/7, 12/7, -2/7, -2/7], [-2/7, -2/7, 12/7, -2/7], [-2/7, -2/7, -2/7, 12/7]], [[26/7, -2/7, -2/7, -2/7], [-2/7, 12/7, -2/7, -2/7], [-2/7, -2/7, 12/7, -2/7], [-2/7, -2/7, -2/7, 12/7]], [[26/7, 26/7, -2/7, -30/7], [26/7, 12/7, -2/7, -16/7], [-2/7, -2/7, -2/7, 12/7], [-30/7, -16/7, 12/7, 26/7]], [[26/7, 26/7, -30/7, -2/7], [26/7, -2/7, 12/7, -16/7], [-30/7, 12/7, 12/7, -2/7], [-2/7, -16/7, -2/7, 26/7]], [[26/7, -30/7, -2/7, 26/7], [-30/7, 12/7, -2/7, 12/7], [-2/7, -2/7, 26/7, -16/7], [26/7, 12/7, -16/7, -2/7]], [[26/7, 26/7, -30/7, -2/7], [26/7, -2/7, 12/7, -16/7], [-30/7, 12/7, 12/7, -2/7], [-2/7, -16/7, -2/7, 26/7]], [[26/7, 26/7, -2/7, -30/7], [26/7, 12/7, -2/7, -16/7], [-2/7, -2/7, -2/7, 12/7], [-30/7, -16/7, 12/7, 26/7]]]"
9_42,"[[[12, -2, -14, 10], [-2, -1, 4, -2], [-14, 4, 11, -8], [10, -2, -8, 5]], [[12, 10, -2, -14], [10, 5, -2, -8], [-2, -2, -1, 4], [-14, -8, 4, 11]], [[12, -14, 10, -2], [-14, 11, -8, 4], [10, -8, 5, -2], [-2, 4, -2, -1]]]"
